STYLE NUMBER,SEASON,season_id,FINAL SUPPLIER PRODUCTION,ON FLOOR MONTH,month_id,season_factor,season_name,season_year,SHIP METHOD US RETAIL,SHIP METHOD US WHOLESALE,SQUAD,FABRIC TYPE,CATEGORY,FINAL FABRIC,MAIN FABRIC COMPOSITION,COO,FOB US,FOB EU,US LANDED,EU LANDED,US RETAIL FOR MKUP,EU RETAIL FOR MKUP,EU RETAIL...19,US RETAIL,US WHOLESALE,US ATS,EU RETAIL...23,EU CONCESSIONS,EU WHOLESALE,EU ATS,UK RETAIL,UK CONCESSIONS,UK WHOLESALE,UK ATS,TOTAL,TOTAL LANDED US,TOTAL LANDED EU,TOTAL LANDED UK,TOTAL RETAIL US,TOTAL RETAIL EU,TOTAL RETAIL UK,TOTAL CUSTO $,TOTAL VERBA $
318032,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE SATIN,100% VISCOSE,TURKEY,20,18.799999999999997,26.2,19.799999999999997,175,166.66666666666669,NA,384,1343,0,42,20,26,0,47,0,0,0,1862,42561.399999999994,1742.3999999999999,930.5999999999999,302225,17600,9400,48251.753000000004,327514.1666666666
318378,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,44.25,41.595,51.467,42.595,220,208.33333333333334,NA,480,31,0,53,56,49,10,59,0,7,10,755,26222.137,7155.959999999999,3237.2200000000003,112420,42000,19000,37922.1087,169265.83333333334
318345,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE,CROCHET,OUTERWEAR,KNIT,100% COTTON,TURKEY,46,43.239999999999995,56.59,49.428799999999995,295,279.1666666666667,NA,191,55,0,21,23,48,35,23,0,9,10,415,13811.140000000001,6277.457599999999,2076.0096,72570,42545,14070,23181.131392000003,124869.08333333334
318092,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,44.8,42.111999999999995,52.563199999999995,43.111999999999995,295,279.1666666666667,NA,480,592,120,53,37,93,30,59,18,50,15,1547,60519.33439999999,9182.856,6121.9039999999995,351640,71355,47570,79980.32272,463825.9166666667
318641,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,3D,BOTTOMS,NEW 3D FLOWER TEXTURE,52% COTTON 48% POLYESTER,TURKEY,34.45,32.383,40.2749,33.383,295,279.1666666666667,NA,336,623,0,37,8,24,0,41,0,0,0,1069,37377.629100000006,2303.427,1368.7030000000002,282905,23115,13735,42764.95716500001,317537.0208333333
317907,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE SARJA,SARJA,BOTTOMS,GABARDINE,100% COTTON,TURKEY,32.7,30.738,41.12820000000001,35.42656,230,216.66666666666669,NA,384,139,0,25,13,125,20,30,0,41,10,787,21232.048600000002,6483.060480000001,2869.5513600000004,120290,47580,21060,31962.123729600004,184214.25
320861,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,ARTESANAL,DRESSES,COTTON EYELET,100% COTTON,TURKEY,33.5,31.49,38.314,31.99,180,170.83333333333334,NA,100,332,0,16,19,42,0,19,0,0,0,528,16053.648,2463.23,607.81,77760,15785,3895,19931.87135,95811.10416666666
320857,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,41.5,39.01,46.986,39.51,155,145.83333333333334,NA,150,236,0,24,0,45,0,29,0,0,0,484,17782.595999999998,2726.1899999999996,1145.79,59830,12075,5075,22457.21205,75777.60416666667
318942,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,53,49.82,61.452,50.82,295,279.1666666666667,NA,288,2319,0,32,0,28,0,35,0,0,0,2702,153248.364,3049.2,1778.7,769065,20100,11725,165646.9155,798956.7708333334
320856,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,TURKEY,39.95,37.553,43.068600000000004,38.053,150,141.66666666666669,NA,150,223,0,24,0,42,0,29,0,0,0,468,15730.087800000001,2511.4979999999996,1103.5369999999998,55950,11220,4930,20103.723485000002,70987.20833333333
320860,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,46.45,43.663,52.351800000000004,44.163,170,158.33333333333334,NA,145,0,0,23,0,41,0,28,0,0,0,237,7591.011,2826.432,1236.5639999999999,24650,12160,5320,12130.08414,40923.50000000001
320867,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,ARTESANAL,DRESSES,PAPER COTTON,100% COTTON,TURKEY,37.5,35.25,42.65,35.75,145,137.5,NA,100,57,0,16,0,45,0,19,0,0,0,237,6610.549999999999,2180.75,679.25,22765,10065,3135,9861.533749999999,34939.9375
320866,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,46.75,43.945,52.677,44.445,155,145.83333333333334,NA,135,12,0,22,0,36,0,26,0,0,0,231,7725.518999999999,2577.81,1155.57,22785,10150,4550,11917.34895,36480.208333333336
317857,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,TURKEY,38.36,36.0584,48.4976,37.0584,285,266.6666666666667,NA,480,997,200,53,19,159,35,59,0,5,10,2017,77739.4752,9857.5344,2742.3216,477945,85120,23680,95237.380968,578017
318620,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,NEWNESS,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,8.75,8.3125,12.19375,9.3125,75,70.83333333333334,NA,288,284,0,32,30,39,10,35,0,9,10,737,6690.825,1033.6875,502.875,42900,9435,4590,8696.8925,55998.5
318954,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,32,30.08,38.688,34.6896,265,250,NA,480,877,0,53,8,77,7,59,0,90,0,1651,49868.61600000001,5029.992,5168.7504,359605,43500,44700,64213.42668,444023.75
317814,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,33.24,31.2456,36.74,32.245599999999996,210,195.83333333333334,NA,1300,2252,120,143,28,42,14,160,0,112,25,4196,128979.28000000001,7319.751199999999,9576.943199999998,771120,53345,69795,154473.169204,889935.0208333334
317942,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,PAPER COTTON,100% COTTON,TURKEY,28,26.32,33.768,30.4784,200,187.5,NA,2588,1811,200,285,47,44,20,318,0,93,21,5427,150271.532,12069.4464,13166.6688,919800,89100,97200,184342.50892800002,1098472.5
317962,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE SATIN,100% VISCOSE,TURKEY,22.5,21.15,29.1,22.15,150,141.66666666666669,NA,671,191,140,74,32,75,20,83,0,28,10,1324,28496.200000000004,4452.15,2680.1499999999996,150300,34170,20570,37205.184250000006,201766.7916666667
318673,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,PAPER COTTON,100% COTTON,TURKEY,43.45,40.843,47.45,41.843,295,279.1666666666667,NA,574,22,0,63,20,109,25,71,0,144,25,1053,28214.200000000004,9079.931,10042.32,175820,72695,80400,50297.56817,322714.7083333334
318261,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,DRESSES,VISCOSE SATIN,100% VISCOSE,TURKEY,30.3,28.482,39.148,29.482,220,208.33333333333334,NA,767,1259,0,84,79,101,10,94,0,78,10,2482,75536.848,8078.067999999999,5365.724,445720,68500,45500,94530.39266000001,553247.0833333334
320865,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,TURKEY,42.4,39.855999999999995,45.587199999999996,40.355999999999995,165,154.16666666666669,NA,80,102,0,13,0,14,0,15,0,0,0,224,8143.870399999999,1089.6119999999999,605.3399999999999,30030,4995,2775,10204.29674,37316.6875
320869,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,TURKEY,43.9,41.266,49.5876,41.766,155,145.83333333333334,NA,160,46,0,26,0,40,0,30,0,0,0,302,10146.045600000001,2756.5559999999996,1252.98,31930,11550,5250,14699.46102,47588.125
320863,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,LIGHT COTTON,100% COTTON,TURKEY,40.91,38.4554,46.264619999999994,38.9554,110,104.16666666666667,NA,100,170,0,16,19,9,0,19,0,0,0,333,12236.447399999997,1714.0375999999999,740.1525999999999,29700,5500,2375,15232.154567,37028.645833333336
317961,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,TOPS,VISCOSE SATIN,100% VISCOSE,TURKEY,24.54,23.0676,34.14126,24.0676,185,175,NA,480,818,100,53,8,97,10,59,0,16,10,1651,45893.48148,4043.3567999999996,2045.7459999999999,258630,35280,17850,54561.912106,308309.875
320854,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,BOTTOMS,LINEN VISCOSE,55% LINEN 45% VISCOSE,TURKEY,27.95,26.272999999999996,30.732599999999998,26.772999999999996,90,83.33333333333334,NA,110,52,0,18,0,15,0,21,0,0,0,216,4900.6812,883.5089999999998,562.233,14580,3300,2100,6612.771255,19666.25
317968,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE SATIN,100% VISCOSE,TURKEY,23.34,21.9396,33.01524,25.572352,165,154.16666666666669,NA,574,102,0,63,57,65,26,71,0,64,19,1041,22114.302239999997,5395.766271999999,3938.142208,111540,39035,28490,32915.99635584,175429.75
317967,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,ESSENTIAL,TECIDO ESTAMPA,TOPS,VISCOSE SATIN,100% VISCOSE,TURKEY,32.1,30.174,41.236000000000004,31.174,230,216.66666666666669,NA,671,24,0,74,68,115,35,83,0,20,10,1100,28587.020000000004,9102.807999999999,3522.6620000000003,159850,75920,29380,42714.28551,257537.4166666667
326086,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE,CROCHET,TOPS,KNIT,100% COTTON,TURKEY,46.2,43.89,57.82300000000001,44.89,250,237.5,NA,191,459,0,21,19,106,0,23,0,27,0,846,36207.950000000004,6553.9400000000005,2244.5,162500,41610,14250,47347.1783,214149.125
320870,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,MALHA SILK,TOPS,ORGANIC COTTON,100% COTTON,TURKEY,10.94,10.283599999999998,13.745099999999999,10.783599999999998,60,58.333333333333336,NA,130,113,0,21,0,13,0,25,0,0,0,302,3283.5593,366.64239999999995,269.59,14580,2380,1750,4062.6144179999997,18488.625
320855,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE TECIDO,TECIDO ESTAMPA,TOPS,LINEN VISCOSE,55% LINEN 45% VISCOSE,TURKEY,29.85,28.059,33.84995,28.559,85,79.16666666666667,NA,130,7,0,21,0,15,0,25,0,0,0,198,4626.943149999999,1028.124,713.975,11645,3420,2375,6612.155205000001,17118.979166666668
325027,SS24,1,GAIA,APRIL,4,SS24,SS,24,AIR,SEA,CORE,CROCHET,TOPS,CROCHET,100% COTTON,TURKEY,29.9,28.404999999999998,36.8335,28.904999999999998,120,112.5,NA,100,266,0,16,19,10,0,19,0,0,0,430,13082.061,1300.725,549.1949999999999,43920,6075,2565,15545.600625000001,51955.3125
318764,SS24,1,SAINTS & SEERS,APRIL,4,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,DRESSES,COTTON EYELET,100% COTTON,INDIA,51,48.449999999999996,59.284,57.10119999999999,395,370.83333333333337,NA,144,1,0,16,0,13,0,18,0,0,0,192,8596.18,1655.9347999999998,1027.8215999999998,57275,12905,8010,11627.111696,76958.83333333334
318759,SS24,1,SAINTS & SEERS,APRIL,4,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,60,57,73.6,66.47200000000001,395,370.83333333333337,NA,384,13,0,42,0,16,0,47,0,0,0,502,29219.199999999997,3855.3760000000007,3124.184,156815,25810,20915,37171.57772,201179.64583333337
318765,SS24,1,SAINTS & SEERS,APRIL,4,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,61.8,58.709999999999994,75.688,68.34616,375,354.1666666666667,NA,288,8,0,32,0,0,0,35,0,0,0,363,22403.648,2187.07712,2392.1156,111000,13600,14875,27674.1621284,138311.5625
318352,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,DRESSES,MANDY COTTON,60% COTTON 40% VISCOSE,INDIA,67.95,63.873,82.41430000000001,78.475918,395,370.83333333333337,NA,191,0,0,21,0,18,8,23,0,30,0,291,15741.131300000003,3688.368146,4159.223653999999,75445,20915,23585,24782.73419237,118170.56250000001
318237,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,53.95,50.713,64.94905,62.631358000000006,325,304.1666666666667,NA,288,270,0,32,38,155,54,35,18,15,10,915,36241.5699,17474.148882,4885.245924000001,181350,101835,28470,60923.33546064,301216
318227,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,26.95,25.6025,34.600300000000004,33.352515,210,195.83333333333334,NA,574,1009,180,63,45,63,20,71,0,0,10,2035,61000.32890000001,6370.330365,2701.5537149999996,370230,44885,19035,71125.985691425,429684.0208333333
318366,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,TOPS,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,26,24.439999999999998,32.562,31.49704,260,245.83333333333334,NA,336,78,0,37,57,109,35,41,0,31,10,734,13480.667999999998,7496.29552,2582.75728,107640,70210,24190,24665.5818744,194937.87500000003
318365,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,BOTTOMS,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,20,18.799999999999997,24.959999999999997,25.371999999999996,195,183.33333333333334,NA,288,199,120,32,43,95,35,35,0,25,10,882,15150.719999999998,5201.259999999998,1776.04,118365,45100,15400,22891.7172,174300.00000000003
318372,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,16.5,15.51,25.093500000000002,21.08466,185,175,NA,288,190,60,32,23,163,45,35,0,0,10,846,13500.303,5545.265579999999,948.8096999999999,99530,55230,9450,20596.029053100003,158423.625
318364,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,ARTESANAL,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,49,46.059999999999995,59.811,57.70596,360,337.5,NA,432,252,0,48,31,205,45,53,0,84,18,1168,40910.724,18985.26084,8944.423799999999,246240,133245,62775,72181.8722538,429132.9375
318373,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,16.5,15.51,23.295,21.456899999999997,165,154.16666666666669,NA,288,140,60,32,23,162,45,35,0,0,10,795,11367.960000000001,5621.707799999999,965.5604999999998,80520,48470,8325,18565.9989585,132237.52083333334
319345,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE MENSWEAR,NA,BLOUSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,16.5,15.51,24.9285,21.08466,175,166.66666666666669,NA,100,90,0,16,0,54,0,19,0,0,0,279,4736.415,1475.9261999999999,400.60854,33250,14000,3800,6806.401495499999,49612.5
327612,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,TOPS,LIGHT COTTON,100% COTTON,INDIA,20,19,27.479999999999997,25.154000000000003,180,170.83333333333334,NA,148,12,0,20,0,0,0,20,0,0,0,200,4396.799999999999,503.08000000000004,503.08000000000004,28800,4100,4100,5551.3686,36641.25
317949,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,JUMPSUITS,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,31.5,29.924999999999997,38.086999999999996,39.110749999999996,230,216.66666666666669,NA,958,2121,180,105,112,112,20,118,29,20,10,3785,124125.533,13649.651749999999,6922.602749999999,749570,90740,46020,147210.84874125,877458.5833333334
317939,SS24,1,SAINTS & SEERS,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,SHEER VISCOSE,100% VISCOSE,INDIA,40,38,50.4,45.648,315,295.83333333333337,NA,432,100,0,48,56,216,45,53,18,53,11,1032,26812.8,16661.52,6162.4800000000005,167580,129575,47925,52189.6644,332041.1458333334
318379,SS24,1,SAINTS & SEERS,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,19,18.05,24.926000000000002,22.7828,195,183.33333333333334,NA,288,346,0,32,22,33,0,35,0,0,0,756,15803.084,1982.1036000000001,797.398,123630,19140,7700,18900.747402,148556.91666666666
319333,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE MENSWEAR,NA,BLOUSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,INDIA,26.7,25.365,32.316599999999994,32.57559,250,237.5,NA,100,795,0,16,0,126,0,19,0,27,0,1083,28923.356999999996,4625.73378,1498.47714,223750,40470,13110,35708.5266411,273218.875
320315,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE MENSWEAR,NA,BLOUSES,VISCOSE MARROCAINE,100% VISCOSE,INDIA,24.5,23.029999999999998,35.560500000000005,29.85298,185,175,NA,100,18,0,16,0,43,0,19,0,0,0,196,4196.139000000001,1761.32582,567.2066199999999,21830,12390,3990,6775.5857369000005,36950.875
317964,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,11.5,10.809999999999999,18.594,15.8639,140,133.33333333333334,NA,432,539,120,48,47,166,35,53,18,27,10,1495,20286.054000000004,4695.7144,1713.3011999999999,152740,47360,17280,27409.262378,212609.33333333334
327757,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO LISO,DRESSES,LIGHT COTTON,100% COTTON,INDIA,43,40.419999999999995,53.622,51.12971999999999,320,300,NA,288,135,0,32,9,71,20,35,0,14,10,614,22682.106,6749.123039999999,3016.6534799999995,135360,47520,21240,33599.068165799996,199414.5
318072,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,21.9,20.804999999999996,29.8056,27.258629999999997,185,175,NA,127,27,0,14,29,25,0,16,0,10,0,248,4590.0624,1853.58684,708.7243799999999,28490,14280,5460,7441.5876843,46796.75
317963,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,16.5,15.51,25.093500000000002,21.08466,185,175,NA,480,1278,180,53,75,193,35,59,18,28,10,2409,48631.20300000001,7506.138959999999,2424.7359,358530,74760,24150,59633.0731647,449844.125
317754,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,TOPS,LIGHT COTTON,100% COTTON,INDIA,20,19,27.479999999999997,25.154000000000003,170,158.33333333333334,NA,574,1999,120,63,66,22,0,71,29,0,0,2944,74003.64,3798.2540000000004,2515.4000000000005,457810,28690,19000,81149.13677999999,502787.75
319346,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE MENSWEAR,NA,PANTS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,20,18.799999999999997,29.979999999999997,24.920799999999996,175,166.66666666666669,NA,100,50,0,16,0,26,0,19,0,0,0,211,4496.999999999999,1046.6735999999999,473.49519999999995,26250,8400,3800,6196.972371999998,37619.166666666664
325455,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,CORE MENSWEAR,NA,PANTS,VISCOSE MARROCAINE,100% VISCOSE,INDIA,24.9,23.406,36.5901,30.291396,175,166.66666666666669,NA,100,12,0,16,0,37,0,19,0,0,0,184,4098.0912,1605.443988,575.536524,19600,10600,3800,6520.94850906,32930.833333333336
331406,SS24,1,KONCEPTION,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,LIGHT COTTON,100% COTTON,INDIA,28.5,27.075,36.888999999999996,35.56945,280,262.5,NA,0,544,0,0,0,0,0,0,0,0,0,544,20067.615999999998,0,0,152320,0,0,20067.615999999998,152320
318017,SS24,1,CASCADE,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,TOPS,COTTON DOTS,100% COTTON,INDIA,17.2,16.168,24.26952,22.055604799999998,150,141.66666666666669,NA,574,444,100,63,48,7,0,71,18,0,0,1325,27133.323360000002,2602.5613663999993,1962.9488271999996,167700,20060,15130,32322.676335368,201032.0416666667
317660,SS24,1,CASCADE,MARCH,3,SS24,SS,24,AIR,AIR,CORE TECIDO,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,36.7,34.498,46.814220000000006,44.6593428,315,295.83333333333337,NA,480,646,0,53,8,49,0,59,10,50,0,1355,52712.81172000001,4912.527708,5314.4617932,354690,39050,42245,64479.43206423,432634.6875
317862,SS24,1,CASCADE,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,35.95,34.1525,45.93927000000001,44.252136500000006,255,241.66666666666669,NA,671,201,80,74,77,145,45,83,29,0,10,1415,43734.18504000001,15089.978546500004,5398.760653,242760,98890,35380,66493.94388468002,367054
318952,SS24,1,CASCADE,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,38.2,35.908,48.56412000000001,46.3211688,245,229.16666666666669,NA,574,1264,0,63,20,59,10,71,18,4,10,2093,89260.85256000001,7040.8176576000005,4771.0803864,450310,41800,28325,102639.10092697202,516496.7708333334
317809,SS24,1,CASCADE,MARCH,3,SS24,SS,24,AIR,AIR,ESSENTIAL,TECIDO ESTAMPA,DRESSES,COTTON DOTS,100% COTTON,INDIA,18.8,17.86,25.432080000000003,24.549795999999997,210,195.83333333333334,NA,1600,1862,300,176,145,156,45,197,29,3,10,4523,95675.48496,12814.993511999997,5867.401243999999,790020,122670,56165,116575.09454174,956735.8541666666
318530,SS24,1,ECICO,APRIL,4,SS24,SS,24,SEA,SEA,CORE TECIDO,ARTESANAL,TOPS,MONSTERA EYELET,100% COTTON,CHINA,15,14.25,19.435,18.96,150,141.66666666666669,NA,384,98,80,42,8,13,0,47,0,9,0,681,10922.47,1194.48,1061.76,84300,10710,9520,13501.2196,103568.08333333334
318410,SS24,1,ECICO,APRIL,4,SS24,SS,24,SEA,SEA,CORE,TRICOT,BOTTOMS,KNIT,68%VISCOSE 32%POLYESTER,CHINA,14.7,13.964999999999998,18.9785,19.6408,155,145.83333333333334,NA,384,217,0,42,24,47,0,47,0,0,0,761,11406.0785,2219.4103999999998,923.1175999999999,93155,19775,8225,14911.666688,119184.06250000001
317740,SS24,1,H&F,APRIL,4,SS24,SS,24,SEA,SEA,CORE TECIDO,TECIDO LISO,DRESSES,VELLA COTTON,100% COTTON,CHINA,49.8,46.812,58.718199999999996,53.42944,295,279.1666666666667,NA,96,85,0,11,0,2,0,12,0,6,0,212,10310.519199999999,694.58272,961.72992,53395,4355,6030,12549.316862399999,63433.833333333336
318335,SS24,1,ECICO,APRIL,4,SS24,SS,24,SEA,SEA,CORE,TRICOT,SWEATER,KNIT,100% COTTON,CHINA,20,19,26.8,26.28,220,208.33333333333334,NA,191,85,0,21,5,0,0,23,0,15,0,340,7396.8,683.28,998.6400000000001,60720,6500,9500,9351.2436,76213.75
318332,SS24,1,SHARTEX,APRIL,4,SS24,SS,24,SEA,SEA,CORE,TRICOT,SWEATER,KNIT,60%ACRYLIC 40%COTTON,CHINA,29.5,27.729999999999997,42.152499999999996,35.057599999999994,275,258.33333333333337,NA,480,270,120,53,0,78,20,59,29,42,10,1161,36672.674999999996,5293.697599999999,4908.063999999999,239250,46810,43400,48349.309832,325293.0833333334
327194,SS24,1,H&F,APRIL,4,SS24,SS,24,SEA,SEA,ESSENTIAL,TECIDO ESTAMPA,BOTTOMS,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,12,11.28,14.236,13.6336,140,133.33333333333334,NA,574,1285,120,63,22,96,41,71,0,15,10,2297,26908.544,3026.6592,1308.8256,277060,35520,15360,33014.880704,324412
327200,SS24,1,ECICO,APRIL,4,SS24,SS,24,SEA,SEA,CORE TECIDO,ARTESANAL,TOPS,MONSTERA EYELET,100% COTTON,CHINA,15,14.25,19.435,18.96,150,141.66666666666669,NA,336,390,120,37,40,54,17,41,0,59,10,1104,16442.01,2806.0800000000004,2085.6000000000004,126900,25160,18700,21999.3756,168423.9166666667
318224,SS24,1,H&F,APRIL,4,SS24,SS,24,SEA,SEA,CORE TECIDO,TECIDO LISO,DRESSES,LINEN VISCOSE,55% LINEN 45% VISCOSE,CHINA,28.8,27.072,33.9472,31.320639999999997,275,258.33333333333337,NA,574,643,0,70,11,178,35,80,29,38,10,1668,39924.8624,9208.26816,4917.340479999999,334675,91140,48670,57190.3314192,465625.4583333334
